player_id;id$;day;category
4;1,67E+12;2022-10-06;-1
4;1,67E+12;2022-10-06;0
4;1,67E+12;2022-10-06;1
4;1,67E+12;2022-10-06;1
6;1,67E+12;2022-10-06;1
6;1,67E+12;2022-10-06;1
6;1,67E+12;2022-10-06;0
6;1,67E+12;2022-10-06;0
6;1,67E+12;2022-10-06;0
6;1,67E+12;2022-10-06;0
6;1,67E+12;2022-10-06;1
6;1,67E+12;2022-10-06;0
6;1,67E+12;2022-10-06;1
6;1,67E+12;2022-10-06;1
6;1,67E+12;2022-10-06;0
6;1,67E+12;2022-10-06;0
6;1,67E+12;2022-10-06;0
6;1,67E+12;2022-10-06;-1
6;1,67E+12;2022-10-06;1
6;1,67E+12;2022-10-06;1
6;1,67E+12;2022-10-06;1
6;1,67E+12;2022-10-06;0
6;1,67E+12;2022-10-06;-1
6;1,67E+12;2022-10-06;0
6;1,67E+12;2022-10-06;-1
6;1,67E+12;2022-10-06;0
6;1,67E+12;2022-10-06;1
6;1,67E+12;2022-10-06;1
6;1,67E+12;2022-10-06;1
6;1,67E+12;2022-10-06;0
6;1,67E+12;2022-10-06;0
6;1,67E+12;2022-10-06;1
6;1,67E+12;2022-10-06;1
6;1,67E+12;2022-10-06;1
6;1,67E+12;2022-10-06;-1
6;1,67E+12;2022-10-06;1
6;1,67E+12;2022-10-06;0
6;1,67E+12;2022-10-06;0
6;1,67E+12;2022-10-06;1
6;1,67E+12;2022-10-06;0
6;1,67E+12;2022-10-06;1
6;1,67E+12;2022-10-06;1
6;1,67E+12;2022-10-06;1
6;1,67E+12;2022-10-06;1
6;1,67E+12;2022-10-06;0
6;1,67E+12;2022-10-06;0
6;1,67E+12;2022-10-06;0
6;1,67E+12;2022-10-06;1
6;1,67E+12;2022-10-06;-1
8;1,67E+12;2022-10-06;1
8;1,67E+12;2022-10-06;0
8;1,67E+12;2022-10-06;1
8;1,67E+12;2022-10-06;0
8;1,67E+12;2022-10-06;0
8;1,67E+12;2022-10-06;-1
8;1,67E+12;2022-10-06;1
8;1,67E+12;2022-10-06;-1
8;1,67E+12;2022-10-06;1
8;1,67E+12;2022-10-06;-1
8;1,67E+12;2022-10-06;1
8;1,67E+12;2022-10-06;0
8;1,67E+12;2022-10-06;0
8;1,67E+12;2022-10-06;0
8;1,67E+12;2022-10-06;0
8;1,67E+12;2022-10-06;0
8;1,67E+12;2022-10-06;0
8;1,67E+12;2022-10-06;0
8;1,67E+12;2022-10-06;1
8;1,67E+12;2022-10-06;0
8;1,67E+12;2022-10-06;0
8;1,67E+12;2022-10-06;1
8;1,67E+12;2022-10-06;-1
8;1,67E+12;2022-10-06;1
8;1,67E+12;2022-10-06;0
8;1,67E+12;2022-10-06;0
8;1,67E+12;2022-10-06;-1
8;1,67E+12;2022-10-06;1
8;1,67E+12;2022-10-06;-1
8;1,67E+12;2022-10-06;1
8;1,67E+12;2022-10-06;-1
8;1,67E+12;2022-10-06;0
8;1,67E+12;2022-10-06;-1
8;1,67E+12;2022-10-06;1
8;1,67E+12;2022-10-06;1
8;1,67E+12;2022-10-06;1
8;1,67E+12;2022-10-06;1
8;1,67E+12;2022-10-06;-1
8;1,67E+12;2022-10-06;1
8;1,67E+12;2022-10-06;-1
8;1,67E+12;2022-10-06;1
8;1,67E+12;2022-10-06;-1
8;1,67E+12;2022-10-06;0
8;1,67E+12;2022-10-06;-1
8;1,67E+12;2022-10-06;0
8;1,67E+12;2022-10-06;1
8;1,67E+12;2022-10-06;1
8;1,67E+12;2022-10-06;1
8;1,67E+12;2022-10-06;1
8;1,67E+12;2022-10-06;0
8;1,67E+12;2022-10-06;-1
8;1,67E+12;2022-10-06;1
8;1,67E+12;2022-10-06;0
8;1,67E+12;2022-10-06;1
8;1,67E+12;2022-10-06;-1
8;1,67E+12;2022-10-06;1
8;1,67E+12;2022-10-06;1
8;1,67E+12;2022-10-06;1
8;1,67E+12;2022-10-06;0
8;1,67E+12;2022-10-06;1
8;1,67E+12;2022-10-06;0
8;1,67E+12;2022-10-06;1
9;1,67E+12;2022-10-06;1
9;1,67E+12;2022-10-06;1
9;1,67E+12;2022-10-06;1
9;1,67E+12;2022-10-06;1
9;1,67E+12;2022-10-06;1
9;1,67E+12;2022-10-06;1
9;1,67E+12;2022-10-06;0
9;1,67E+12;2022-10-06;-1
9;1,67E+12;2022-10-06;1
9;1,67E+12;2022-10-06;0
9;1,67E+12;2022-10-06;0
9;1,67E+12;2022-10-06;-1
9;1,67E+12;2022-10-06;0
9;1,67E+12;2022-10-06;0
9;1,67E+12;2022-10-06;0
9;1,67E+12;2022-10-06;1
9;1,67E+12;2022-10-06;-1
9;1,67E+12;2022-10-06;1
9;1,67E+12;2022-10-06;1
9;1,67E+12;2022-10-06;0
9;1,67E+12;2022-10-06;0
9;1,67E+12;2022-10-06;0
9;1,67E+12;2022-10-06;0
9;1,67E+12;2022-10-06;-1
9;1,67E+12;2022-10-06;0
9;1,67E+12;2022-10-06;0
9;1,67E+12;2022-10-06;0
9;1,67E+12;2022-10-06;0
9;1,67E+12;2022-10-06;0
9;1,67E+12;2022-10-06;1
9;1,67E+12;2022-10-06;1
9;1,67E+12;2022-10-06;1
9;1,67E+12;2022-10-06;1
9;1,67E+12;2022-10-06;1
9;1,67E+12;2022-10-06;-1
9;1,67E+12;2022-10-06;1
9;1,67E+12;2022-10-06;1
9;1,67E+12;2022-10-06;-1
9;1,67E+12;2022-10-06;1
9;1,67E+12;2022-10-06;-1
9;1,67E+12;2022-10-06;0
9;1,67E+12;2022-10-06;1
9;1,67E+12;2022-10-06;-1
9;1,67E+12;2022-10-06;1
9;1,67E+12;2022-10-06;1
9;1,67E+12;2022-10-06;-1
9;1,67E+12;2022-10-06;1
9;1,67E+12;2022-10-06;1
9;1,67E+12;2022-10-06;0
9;1,67E+12;2022-10-06;1
9;1,67E+12;2022-10-06;1
9;1,67E+12;2022-10-06;0
9;1,67E+12;2022-10-06;0
9;1,67E+12;2022-10-06;0
9;1,67E+12;2022-10-06;1
9;1,67E+12;2022-10-06;0
9;1,67E+12;2022-10-06;0
9;1,67E+12;2022-10-06;0
9;1,67E+12;2022-10-06;-1
9;1,67E+12;2022-10-06;0
9;1,67E+12;2022-10-06;1
9;1,67E+12;2022-10-06;1
9;1,67E+12;2022-10-06;-1
9;1,67E+12;2022-10-06;1
9;1,67E+12;2022-10-06;1
9;1,67E+12;2022-10-06;1
9;1,67E+12;2022-10-06;1
9;1,67E+12;2022-10-06;1
9;1,67E+12;2022-10-06;1
9;1,67E+12;2022-10-06;1
9;1,67E+12;2022-10-06;1
9;1,67E+12;2022-10-06;0
9;1,67E+12;2022-10-06;1
9;1,67E+12;2022-10-06;0
9;1,67E+12;2022-10-06;0
10;1,67E+12;2022-10-06;0
11;1,67E+12;2022-10-06;1
14;1,67E+12;2022-10-06;0
14;1,67E+12;2022-10-06;1
14;1,67E+12;2022-10-06;-1
14;1,67E+12;2022-10-06;-1
14;1,67E+12;2022-10-06;-1
15;1,67E+12;2022-10-06;0
16;1,67E+12;2022-10-06;1
16;1,67E+12;2022-10-06;0
17;1,67E+12;2022-10-06;0
17;1,67E+12;2022-10-06;0
17;1,67E+12;2022-10-06;0
18;1,67E+12;2022-10-06;0
18;1,67E+12;2022-10-06;1
20;1,67E+12;2022-10-06;1
20;1,67E+12;2022-10-06;0
20;1,67E+12;2022-10-06;-1
20;1,67E+12;2022-10-06;1
20;1,67E+12;2022-10-06;-1
20;1,67E+12;2022-10-06;1
20;1,67E+12;2022-10-06;0
20;1,67E+12;2022-10-06;1
20;1,67E+12;2022-10-06;1
21;1,67E+12;2022-10-06;-1
21;1,67E+12;2022-10-06;1
21;1,67E+12;2022-10-06;0
21;1,67E+12;2022-10-06;1
21;1,67E+12;2022-10-06;1
21;1,67E+12;2022-10-06;1
21;1,67E+12;2022-10-06;1
21;1,67E+12;2022-10-06;1
21;1,67E+12;2022-10-06;0
21;1,67E+12;2022-10-06;0
21;1,67E+12;2022-10-06;0
21;1,67E+12;2022-10-06;1
21;1,67E+12;2022-10-06;1
21;1,67E+12;2022-10-06;1
21;1,67E+12;2022-10-06;1
21;1,67E+12;2022-10-06;1
21;1,67E+12;2022-10-06;1
21;1,67E+12;2022-10-06;1
21;1,67E+12;2022-10-06;1
21;1,67E+12;2022-10-06;0
21;1,67E+12;2022-10-06;1
21;1,67E+12;2022-10-06;1
21;1,67E+12;2022-10-06;0
21;1,67E+12;2022-10-06;1
21;1,67E+12;2022-10-06;1
21;1,67E+12;2022-10-06;1
21;1,67E+12;2022-10-06;-1
21;1,67E+12;2022-10-06;0
21;1,67E+12;2022-10-06;0
21;1,67E+12;2022-10-06;1
21;1,67E+12;2022-10-06;0
21;1,67E+12;2022-10-06;1
21;1,67E+12;2022-10-06;1
21;1,67E+12;2022-10-06;-1
21;1,67E+12;2022-10-06;1
21;1,67E+12;2022-10-06;1
21;1,67E+12;2022-10-06;1
21;1,67E+12;2022-10-06;1
21;1,67E+12;2022-10-06;0
21;1,67E+12;2022-10-06;1
21;1,67E+12;2022-10-06;0
21;1,67E+12;2022-10-06;1
21;1,67E+12;2022-10-06;1
21;1,67E+12;2022-10-06;1
21;1,67E+12;2022-10-06;1
21;1,67E+12;2022-10-06;0
21;1,67E+12;2022-10-06;1
21;1,67E+12;2022-10-06;1
21;1,67E+12;2022-10-06;1
21;1,67E+12;2022-10-06;1
21;1,67E+12;2022-10-06;-1
21;1,67E+12;2022-10-06;0
21;1,67E+12;2022-10-06;-1
21;1,67E+12;2022-10-06;0
21;1,67E+12;2022-10-06;1
21;1,67E+12;2022-10-06;-1
21;1,67E+12;2022-10-06;1
21;1,67E+12;2022-10-06;0
21;1,67E+12;2022-10-06;1
21;1,67E+12;2022-10-06;1
21;1,67E+12;2022-10-06;1
21;1,67E+12;2022-10-06;1
21;1,67E+12;2022-10-06;1
21;1,67E+12;2022-10-06;-1
21;1,67E+12;2022-10-06;-1
21;1,67E+12;2022-10-06;1
21;1,67E+12;2022-10-06;0
21;1,67E+12;2022-10-06;1
21;1,67E+12;2022-10-06;1
21;1,67E+12;2022-10-06;0
21;1,67E+12;2022-10-06;1
21;1,67E+12;2022-10-06;1
21;1,67E+12;2022-10-06;0
21;1,67E+12;2022-10-06;1
21;1,67E+12;2022-10-06;1
21;1,67E+12;2022-10-06;1
21;1,67E+12;2022-10-06;1
21;1,67E+12;2022-10-06;1
21;1,67E+12;2022-10-06;0
21;1,67E+12;2022-10-06;1
21;1,67E+12;2022-10-06;0
21;1,67E+12;2022-10-06;1
21;1,67E+12;2022-10-06;1
21;1,67E+12;2022-10-06;1
21;1,67E+12;2022-10-06;0
21;1,67E+12;2022-10-06;1
21;1,67E+12;2022-10-06;1
21;1,67E+12;2022-10-06;1
22;1,67E+12;2022-10-06;0
22;1,67E+12;2022-10-06;1
22;1,67E+12;2022-10-06;1
22;1,67E+12;2022-10-06;1
22;1,67E+12;2022-10-06;1
22;1,67E+12;2022-10-06;0
22;1,67E+12;2022-10-06;0
22;1,67E+12;2022-10-06;1
22;1,67E+12;2022-10-06;-1
22;1,67E+12;2022-10-06;1
22;1,67E+12;2022-10-06;1
22;1,67E+12;2022-10-06;1
23;1,67E+12;2022-10-06;1
23;1,67E+12;2022-10-06;1
23;1,67E+12;2022-10-06;0
23;1,67E+12;2022-10-06;0
23;1,67E+12;2022-10-06;1
23;1,67E+12;2022-10-06;1
23;1,67E+12;2022-10-06;1
23;1,67E+12;2022-10-06;0
23;1,67E+12;2022-10-06;-1
23;1,67E+12;2022-10-06;1
23;1,67E+12;2022-10-06;0
23;1,67E+12;2022-10-06;1
23;1,67E+12;2022-10-06;1
23;1,67E+12;2022-10-06;0
23;1,67E+12;2022-10-06;0
23;1,67E+12;2022-10-06;0
23;1,67E+12;2022-10-06;0
23;1,67E+12;2022-10-06;0
23;1,67E+12;2022-10-06;0
23;1,67E+12;2022-10-06;-1
23;1,67E+12;2022-10-06;0
23;1,67E+12;2022-10-06;1
23;1,67E+12;2022-10-06;0
23;1,67E+12;2022-10-06;0
23;1,67E+12;2022-10-06;0
23;1,67E+12;2022-10-06;0
23;1,67E+12;2022-10-06;1
23;1,67E+12;2022-10-06;0
23;1,67E+12;2022-10-06;0
23;1,67E+12;2022-10-06;1
23;1,67E+12;2022-10-06;1
23;1,67E+12;2022-10-06;1
23;1,67E+12;2022-10-06;1
23;1,67E+12;2022-10-06;1
23;1,67E+12;2022-10-06;1
23;1,67E+12;2022-10-06;1
23;1,67E+12;2022-10-06;0
23;1,67E+12;2022-10-06;1
23;1,67E+12;2022-10-06;1
23;1,67E+12;2022-10-06;1
23;1,67E+12;2022-10-06;1
23;1,67E+12;2022-10-06;1
23;1,67E+12;2022-10-06;1
23;1,67E+12;2022-10-06;1
23;1,67E+12;2022-10-06;-1
23;1,67E+12;2022-10-06;1
23;1,67E+12;2022-10-06;1
23;1,67E+12;2022-10-06;1
23;1,67E+12;2022-10-06;1
23;1,67E+12;2022-10-06;0
23;1,67E+12;2022-10-06;0
23;1,67E+12;2022-10-06;0
23;1,67E+12;2022-10-06;1
23;1,67E+12;2022-10-06;-1
23;1,67E+12;2022-10-06;1
23;1,67E+12;2022-10-06;1
23;1,67E+12;2022-10-06;1
23;1,67E+12;2022-10-06;1
23;1,67E+12;2022-10-06;1
23;1,67E+12;2022-10-06;0
23;1,67E+12;2022-10-06;1
23;1,67E+12;2022-10-06;1
23;1,67E+12;2022-10-06;1
23;1,67E+12;2022-10-06;1
23;1,67E+12;2022-10-06;1
23;1,67E+12;2022-10-06;1
23;1,67E+12;2022-10-06;1
23;1,67E+12;2022-10-06;1
23;1,67E+12;2022-10-06;1
23;1,67E+12;2022-10-06;1
23;1,67E+12;2022-10-06;1
23;1,67E+12;2022-10-06;-1
23;1,67E+12;2022-10-06;0
23;1,67E+12;2022-10-06;0
23;1,67E+12;2022-10-06;0
23;1,67E+12;2022-10-06;1
23;1,67E+12;2022-10-06;0
23;1,67E+12;2022-10-06;1
23;1,67E+12;2022-10-06;0
23;1,67E+12;2022-10-06;1
23;1,67E+12;2022-10-06;0
23;1,67E+12;2022-10-06;1
23;1,67E+12;2022-10-06;1
23;1,67E+12;2022-10-06;1
24;1,67E+12;2022-10-06;0
24;1,67E+12;2022-10-06;1
24;1,67E+12;2022-10-06;0
24;1,67E+12;2022-10-06;1
24;1,67E+12;2022-10-06;0
24;1,67E+12;2022-10-06;0
24;1,67E+12;2022-10-06;1
24;1,67E+12;2022-10-06;0
24;1,67E+12;2022-10-06;-1
24;1,67E+12;2022-10-06;0
24;1,67E+12;2022-10-06;-1
24;1,67E+12;2022-10-06;1
24;1,67E+12;2022-10-06;0
24;1,67E+12;2022-10-06;1
24;1,67E+12;2022-10-06;-1
24;1,67E+12;2022-10-06;0
24;1,67E+12;2022-10-06;0
24;1,67E+12;2022-10-06;0
24;1,67E+12;2022-10-06;0
24;1,67E+12;2022-10-06;1
24;1,67E+12;2022-10-06;0
24;1,67E+12;2022-10-06;0
24;1,67E+12;2022-10-06;1
24;1,67E+12;2022-10-06;0
24;1,67E+12;2022-10-06;0
24;1,67E+12;2022-10-06;1
24;1,67E+12;2022-10-06;0
24;1,67E+12;2022-10-06;0
24;1,67E+12;2022-10-06;1
24;1,67E+12;2022-10-06;1
24;1,67E+12;2022-10-06;0
24;1,67E+12;2022-10-06;1
25;1,67E+12;2022-10-06;0
25;1,67E+12;2022-10-06;1
25;1,67E+12;2022-10-06;1
25;1,67E+12;2022-10-06;0
1;1,67E+12;2022-10-05;1
1;1,67E+12;2022-10-05;1
1;1,67E+12;2022-10-05;-1
1;1,67E+12;2022-10-05;0
1;1,67E+12;2022-10-05;1
1;1,67E+12;2022-10-05;1
1;1,67E+12;2022-10-05;0
1;1,67E+12;2022-10-05;0
1;1,67E+12;2022-10-05;0
1;1,67E+12;2022-10-05;1
1;1,67E+12;2022-10-05;0
1;1,67E+12;2022-10-05;-1
1;1,67E+12;2022-10-05;0
1;1,67E+12;2022-10-05;0
1;1,67E+12;2022-10-05;1
1;1,67E+12;2022-10-05;1
1;1,67E+12;2022-10-05;0
1;1,67E+12;2022-10-05;0
1;1,67E+12;2022-10-05;1
1;1,67E+12;2022-10-05;0
1;1,67E+12;2022-10-05;1
1;1,67E+12;2022-10-05;-1
1;1,67E+12;2022-10-05;1
1;1,67E+12;2022-10-05;-1
1;1,67E+12;2022-10-05;1
1;1,67E+12;2022-10-05;1
1;1,67E+12;2022-10-05;0
1;1,67E+12;2022-10-05;1
1;1,67E+12;2022-10-05;1
1;1,67E+12;2022-10-05;1
1;1,67E+12;2022-10-05;-1
1;1,67E+12;2022-10-05;1
1;1,67E+12;2022-10-05;-1
1;1,67E+12;2022-10-05;1
1;1,67E+12;2022-10-05;0
1;1,67E+12;2022-10-05;1
1;1,67E+12;2022-10-05;1
1;1,67E+12;2022-10-05;1
1;1,67E+12;2022-10-05;1
1;1,67E+12;2022-10-05;1
1;1,67E+12;2022-10-05;1
1;1,67E+12;2022-10-05;1
1;1,67E+12;2022-10-05;0
1;1,67E+12;2022-10-05;1
1;1,67E+12;2022-10-05;0
1;1,67E+12;2022-10-05;0
1;1,67E+12;2022-10-05;1
1;1,67E+12;2022-10-05;1
1;1,67E+12;2022-10-05;0
1;1,67E+12;2022-10-05;1
1;1,67E+12;2022-10-05;1
1;1,67E+12;2022-10-05;1
1;1,67E+12;2022-10-05;1
1;1,67E+12;2022-10-05;1
1;1,67E+12;2022-10-05;1
1;1,67E+12;2022-10-05;1
1;1,67E+12;2022-10-05;1
1;1,67E+12;2022-10-05;1
1;1,67E+12;2022-10-05;1
1;1,67E+12;2022-10-05;1
1;1,67E+12;2022-10-05;1
1;1,67E+12;2022-10-05;1
1;1,67E+12;2022-10-05;0
1;1,67E+12;2022-10-05;1
1;1,67E+12;2022-10-05;1
1;1,67E+12;2022-10-05;1
1;1,67E+12;2022-10-05;-1
1;1,67E+12;2022-10-05;1
1;1,67E+12;2022-10-05;0
1;1,67E+12;2022-10-05;0
1;1,67E+12;2022-10-05;1
1;1,67E+12;2022-10-05;1
1;1,67E+12;2022-10-05;-1
1;1,67E+12;2022-10-05;1
1;1,67E+12;2022-10-05;1
1;1,67E+12;2022-10-05;1
1;1,67E+12;2022-10-05;-1
1;1,67E+12;2022-10-05;0
1;1,67E+12;2022-10-05;1
1;1,67E+12;2022-10-05;0
1;1,67E+12;2022-10-05;1
1;1,67E+12;2022-10-05;1
1;1,67E+12;2022-10-05;-1
1;1,67E+12;2022-10-05;1
1;1,67E+12;2022-10-05;1
1;1,67E+12;2022-10-05;1
1;1,67E+12;2022-10-05;1
1;1,67E+12;2022-10-05;0
1;1,67E+12;2022-10-05;1
1;1,67E+12;2022-10-05;-1
2;1,67E+12;2022-10-05;-1
2;1,67E+12;2022-10-05;0
2;1,67E+12;2022-10-05;-1
2;1,67E+12;2022-10-05;-1
2;1,67E+12;2022-10-05;-1
2;1,67E+12;2022-10-05;1
2;1,67E+12;2022-10-05;-1
2;1,67E+12;2022-10-05;0
2;1,67E+12;2022-10-05;1
2;1,67E+12;2022-10-05;0
2;1,67E+12;2022-10-05;1
2;1,67E+12;2022-10-05;0
2;1,67E+12;2022-10-05;0
2;1,67E+12;2022-10-05;0
2;1,67E+12;2022-10-05;0
2;1,67E+12;2022-10-05;1
2;1,67E+12;2022-10-05;0
2;1,67E+12;2022-10-05;0
2;1,67E+12;2022-10-05;-1
2;1,67E+12;2022-10-05;0
2;1,67E+12;2022-10-05;0
2;1,67E+12;2022-10-05;1
2;1,67E+12;2022-10-05;1
2;1,67E+12;2022-10-05;1
2;1,67E+12;2022-10-05;1
2;1,67E+12;2022-10-05;0
2;1,67E+12;2022-10-05;1
2;1,67E+12;2022-10-05;0
2;1,67E+12;2022-10-05;0
2;1,67E+12;2022-10-05;0
2;1,67E+12;2022-10-05;1
2;1,67E+12;2022-10-05;0
2;1,67E+12;2022-10-05;0
2;1,67E+12;2022-10-05;0
2;1,67E+12;2022-10-05;0
2;1,67E+12;2022-10-05;1
2;1,67E+12;2022-10-05;-1
2;1,67E+12;2022-10-05;1
2;1,67E+12;2022-10-05;1
2;1,67E+12;2022-10-05;1
2;1,67E+12;2022-10-05;0
2;1,67E+12;2022-10-05;1
2;1,67E+12;2022-10-05;1
2;1,67E+12;2022-10-05;-1
2;1,67E+12;2022-10-05;0
3;1,67E+12;2022-10-05;0
3;1,67E+12;2022-10-05;1
4;1,67E+12;2022-10-05;1
4;1,67E+12;2022-10-05;1
4;1,67E+12;2022-10-05;1
4;1,67E+12;2022-10-05;0
4;1,67E+12;2022-10-05;1
4;1,67E+12;2022-10-05;0
4;1,67E+12;2022-10-05;1
4;1,67E+12;2022-10-05;1
4;1,67E+12;2022-10-05;-1
4;1,67E+12;2022-10-05;1
4;1,67E+12;2022-10-05;0
4;1,67E+12;2022-10-05;-1
4;1,67E+12;2022-10-05;-1
4;1,67E+12;2022-10-05;-1
4;1,67E+12;2022-10-05;0
6;1,67E+12;2022-10-05;-1
6;1,67E+12;2022-10-05;0
6;1,67E+12;2022-10-05;1
6;1,67E+12;2022-10-05;0
6;1,67E+12;2022-10-05;1
6;1,67E+12;2022-10-05;1
6;1,67E+12;2022-10-05;1
6;1,67E+12;2022-10-05;0
6;1,67E+12;2022-10-05;0
6;1,67E+12;2022-10-05;1
6;1,67E+12;2022-10-05;0
6;1,67E+12;2022-10-05;0
6;1,67E+12;2022-10-05;0
6;1,67E+12;2022-10-05;0
6;1,67E+12;2022-10-05;0
6;1,67E+12;2022-10-05;0
6;1,67E+12;2022-10-05;1
6;1,67E+12;2022-10-05;0
6;1,67E+12;2022-10-05;1
6;1,67E+12;2022-10-05;1
6;1,67E+12;2022-10-05;1
6;1,67E+12;2022-10-05;1
6;1,67E+12;2022-10-05;0
6;1,67E+12;2022-10-05;0
6;1,67E+12;2022-10-05;1
6;1,67E+12;2022-10-05;1
6;1,67E+12;2022-10-05;1
6;1,67E+12;2022-10-05;0
6;1,67E+12;2022-10-05;0
6;1,67E+12;2022-10-05;1
6;1,67E+12;2022-10-05;0
6;1,67E+12;2022-10-05;0
6;1,67E+12;2022-10-05;1
6;1,67E+12;2022-10-05;1
6;1,67E+12;2022-10-05;1
6;1,67E+12;2022-10-05;1
6;1,67E+12;2022-10-05;0
6;1,67E+12;2022-10-05;0
6;1,67E+12;2022-10-05;0
6;1,67E+12;2022-10-05;1
6;1,67E+12;2022-10-05;0
6;1,67E+12;2022-10-05;1
6;1,67E+12;2022-10-05;-1
6;1,67E+12;2022-10-05;1
6;1,67E+12;2022-10-05;0
6;1,67E+12;2022-10-05;0
6;1,67E+12;2022-10-05;0
6;1,67E+12;2022-10-05;0
6;1,67E+12;2022-10-05;0
6;1,67E+12;2022-10-05;0
6;1,67E+12;2022-10-05;1
6;1,67E+12;2022-10-05;1
6;1,67E+12;2022-10-05;1
6;1,67E+12;2022-10-05;0
6;1,67E+12;2022-10-05;0
6;1,67E+12;2022-10-05;1
6;1,67E+12;2022-10-05;1
6;1,67E+12;2022-10-05;-1
6;1,67E+12;2022-10-05;-1
6;1,67E+12;2022-10-05;-1
6;1,67E+12;2022-10-05;1
6;1,67E+12;2022-10-05;0
6;1,67E+12;2022-10-05;1
6;1,67E+12;2022-10-05;1
6;1,67E+12;2022-10-05;1
6;1,67E+12;2022-10-05;0
6;1,67E+12;2022-10-05;1
6;1,67E+12;2022-10-05;1
6;1,67E+12;2022-10-05;1
6;1,67E+12;2022-10-05;1
6;1,67E+12;2022-10-05;1
6;1,67E+12;2022-10-05;-1
6;1,67E+12;2022-10-05;0
6;1,67E+12;2022-10-05;-1
6;1,67E+12;2022-10-05;-1
6;1,67E+12;2022-10-05;1
6;1,67E+12;2022-10-05;0
6;1,67E+12;2022-10-05;1
6;1,67E+12;2022-10-05;1
6;1,67E+12;2022-10-05;1
6;1,67E+12;2022-10-05;1
8;1,67E+12;2022-10-05;-1
8;1,67E+12;2022-10-05;1
8;1,67E+12;2022-10-05;0
8;1,67E+12;2022-10-05;1
8;1,67E+12;2022-10-05;-1
8;1,67E+12;2022-10-05;1
8;1,67E+12;2022-10-05;-1
8;1,67E+12;2022-10-05;0
8;1,67E+12;2022-10-05;1
8;1,67E+12;2022-10-05;1
8;1,67E+12;2022-10-05;-1
8;1,67E+12;2022-10-05;-1
8;1,67E+12;2022-10-05;0
8;1,67E+12;2022-10-05;1
8;1,67E+12;2022-10-05;0
8;1,67E+12;2022-10-05;0
8;1,67E+12;2022-10-05;1
